,Tweet,Sentimen
10873,restoran bakmi alot enaklah bakmi nya  tambah daging chasau bakmi ini adalah bakmi ala pontianak  kalimantan  bolehlah coba,positive
10874,sate nya besarbesar  bumbu nya dipisah  dikasih irisan bawang merah dan cabe rawit dikukus  porsi lontong sama nasi nya juga pas  pokok nya saya suka,positive
10875,kegiatan pekerjaan di danau aku menjaga sampan permainan lainnya  dusun bambu tempat wisata paling endah untuk keluarga juga temanteman  bagus untuk selfieselfie juga makanmakan dengan makanan khas sunda,positive
10876,kunjungan  sabtu siang 30 agustus 2014  suasana resto ini pada awal nya menarik karena dibuat retro dengan pajangan aneka barang tempo dulu  menilik daftar makanan yang khas pasundan  kami pun 9 orang masuk  resto sangat ramai di sabtu siang itu  pesanan lama  bahkan satu dua menu tercecer sehingga terlambat sampai satu jam sejak pesanan diterima  kami melihat ada pengunjung lain  lanjutan,negative
10877,ingin cari buah tangan yang tidak mainstream kalau berkunjung ke kota bandung  datang saja ke sini  banyak pilihan pia  rasa pia di sini bermacammacam  ada rasa rendang juga,positive
10878,pantas saja demokrat dukung demiz  saikhu untuk jawa barat  rupanya ambisi cikeas menjadih dinasti pada demokrat  mulai dari drama dia surabaya di depan kebah melengserkan au dari ketum dan menyingkirkan loyalis au dari demokrat agar capres demokrat tetap dari dinasti cikeas grinningfacewithsweat grinningfacewithsweat clappinghands clappinghands,negative
10879,kalau partai politik rusak akan merusak demokrasi bangsa ini  tapi kalau fadli zonk nya rusak kagak berpengaruh bagi bangsa ini,negative
10880,puas,positive
10881,makanan di sini resep nya sederhana  segala bentuk pasta spaghetti  macaroni  dll  dikasih berbagai tambahan ayam  daging sapi  dll  lalu disiram banyak keju  anakanak saya suka mereka semua  setiap kali kami berkunjung  mereka mencoba kombinasi menu yang berbeda,positive
10882,tempat ini romantis  cocok dijadikan tempat makan malam bareng orang yang disuka  pacar atau istri  pemandangan nya kalau malam bagus  karena bisa melihat kota bandung dari ketinggian  dikunjungan yang kedua kalinya ini  saya coba menu zuppa sama weddang ronde nya  rasanya enak banget  tapi sayang nya tadi pas lagi pesan makan  ada kecoak jatuh di atas meja  menyeramkan  jadi biar adil aku suara 3 bintang saja,positive
10883,nabi muhammad adalah hewan gila seks,negative
10884,hari ini saya mencoba cari tempat minum kopi yang berbeda  sebelumnya hanya nongkrong di seputaran kota bandung  ternyata ada tempat yang sangat menarik untuk tempat minum kopi  kafe dipakar yang berada di lereng tebing sebelum tebing keraton  anda harus mencoba nikmar nya minum kopi di ketinggian,positive
10885,enak pizza nya  bir nya juga banyak varian  yang jarang ditemui ada di sana  enak buat santaisantai sama teman  berdua sama pacar juga enak  hehe,positive
10886,maaf pol cuma berani dengan ahok  dengan brizik sudah tak sudah dipanggil 3 kali tidak hadir sudah jadi dpo kok tidak berani ciduk  243 juta rakyat ind dukung jokahok  tuntaskan sara ceng dan yang bayarin demonstrasidemonstrasi fpi untuk fitnah amp  provokasi sara jokahok  korban fitnah buni fpi mui byrn sayang wo2 hati penulis,negative
10887,biasabiasa saja tidak ada yang spesial  ayam goreng nya terlalu berminyak  makanan semua dingin cuma nasi nya yang panas  harga nya normal,negative
10888,kalau makanan kembali lagi ke selera masingmasing  menurut pendapat saya rasa bakso ini biasa saja  tidak ada yang spesial  saya pikir mengunakan mi telor tapi ternyata menggunakan mi tipis yang biasa untuk mi ayam  saya dan suami pesan mie yamin dan rasanya terlalu manis bagi kami bahkan setelah ditambahi sambal banyak sekalipun rasa manis nya masih dominan  untuk pangsit goreng nya dijual  lanjutan,negative
10889,dengan perjalan yang sangat jauh  membutuhkan lebih dari 8 jam dari kota aku tercinta  harus aku dan temanteman berhenti untuk bersanding di restoran untuk mengisi perut kita yang sudah kosong  di makan makan makan makan ya  rasanya enak  nikmat  kenyang  pokok nya luar biasa ya kalian harus ke sini  tetapi juga makan dulu  biar lebih nikmat,positive
10890,wahai para pencinta agama  sadarlah kalian semua  negara ini sudah dipenuhi orangorang yang biadab seperti pki dan mata sipit yang sering menista islam dan merampok kekayaan di negeri ini,negative
10891,jawaban nya tidak memuaskan  ingin marahmarah sama itu pelayanan pelanggan,negative
10892,jenis makanan nya sangat bermacammacam  saya tanya kepada pelayan nya ada kurang lebih 400 jenis makanan di dalam menu  rasanya tidak mengecewakan karena semuanya makanan hidup tidak disimpan di freezer  tempat nya juga cukup nyaman  saya datang di sana jam 3 sore kebetulan ada promo untuk dim sum diskon hingga 50   sangat cocok untuk dijadikan tempat kumpul keluarga  kerabat  atau ibuibu arisan,positive
10893,tempat strategis dan baik untuk pertemuan poin atau nongkrong  parkiran nya lumayan luas baik untuk motor dan mobil,positive
10894,anakanak suka banget sama mushroom soup nya  rasanya tidak pasaran  rasanya khas eropa banget  saya dan suami ngopingopi  anak saya minum segar milk nya  disajikan dengan cara yang tidak biasa  dan dia suka banget  belum macaroons nya  top banget deh  walaupun agak menguras kocek but layak deh,positive
10895,saya cemburu tapi tidak bisa apaapa,negative
10896,menu ayam bakar nya maknyus banget bikin ingin menambah terus  ditambah dengan tempet dan tahu goreng yang krispi dan gurih  pilihan ayam kampung bakar lebih enak meski ukuran nya lebih kecil  harga nya cukup murah dan dijamin tidak mengecewakan,positive
10897,suasana nya cukup nyaman  akan tetapi untuk masuk nya sedikit sulit sehingga kurang meyakinkan kalau ini tempat maka  dan beberapa tempat enak untuk ditempati  saungsaung nya  dan ke sini untuk acara keluarga dan berkumpul bersama teman lumayan enak  tapi sedikit mahal harga makanan nya dan yang menyebalkan adalah dipungut parkir sangat mahal,negative
10898,coba gubernur nya bukan pak ganjar pranowo yang dari pks  pasti sudah beres masalah banjir itu  memang partai yang menghasilkan pemimpin sampah,negative
10899,di sini tempat nya nyaman sekali cocok banget buat anak kampus  harga makanan tempat nya nyaman sekali colokan banyak wifi ada hiburan pun banyak yang disediakan seperti unoo  monopoli dan temanteman  pasangan nya anak kampus yang banyak tugas,positive
10900,ingin merasakan sensasi makan malam di atas bukit dengan pemandangan kota bandung yang gemerlap layaknya barisan bintang  the peak jawaban nya  resto mewah yang di konsep sangat eleghan ini cocok untuk makan malam romantis bagi pasangan  tetapi bisa juga untuk bersantai bersama sahabat atau keluarga  sayang nya makanan di resto ini tidak cukup beragam  dan memiliki rute harga yang tinggi namun terbayar dengan kualitas,positive
10901,jangan mau pilih prabowo juragan  dia itu perusak bangsa,negative
10902,suka gatalgatal kalau pakai shampo beres memang tidak cocok,negative
10903,pernah percaya kalau body lotion citra bikin bulu tambah banyak,neutral
10904,bubur nya favorit banget  daging dan pangsit nya yang menemani untuk dimakan pada malam hari  roti bakar nya juga enak  ada menu ham nya juga  tapi yang muslim jangan khawatir karena ada juga menu yang halal nya  di menu nya juga diberitahukan,positive
10905,bu susi marah  menteri luhut perbolehkan kapal asing curi ikan di laut natuna  berita terbaru,neutral
10906,kalau anda ingin makanan ringan sebagai camilan  dapur pasta menyediakan keperluan anda  enak pasta dan aneka makanan lainnya  kebetulan di kotabaru parahyangan juga ada  jadi sering menjadi tempat singgah makan mi tali  sangat yummy karena beberapa menu dipadukan dengan cita rasa nusantara,positive
10907,sinyal telkomsel jelek  ini saja mengtweet pakai provider lain yang asli jago sinyal nya,negative
10908,tidak jahat,positive
10909,makanan nya enak  kalau kangen bali  mampir ke bigul dulu  selesai makan yang berlemak lanjut minum infus water kangen water  suami bahagia  anak anak senang  aku juga bahagia deh  sedih nya jam 700 pagi belum buka  pernah datang jam tujuan  pulang lagi deh dengan sedih hati  sekarang untuk tamutamu dari luar kota  pesan dan tinggal ambil  mereka semua juga senang banget,positive
10910,jujur saya bukan penyuka masakan kambing  garagara melihat tag line nya terenak ke 2 se timur tengah akhirnya penasaran dan mencoba kambing bakar cairo  saya memesan nasi goreng kambing dan kambing bakar bagian paha  serta roti maryam coklat  dannn kambing nya sangat lunak  nasi goreng juga enak  pesan ukuran small rasanya kurang  akhirnya bungkus lagi  tempat makan nya cukup luas,positive
10911,makanan khas sunda dan indonesia  rasa enak menu banyak  harga sedangsedang saja  pelayanan oke  bisa untuk makan bersama dengan jumlah anggota yang banyak karena resto nya lumayan luas dan tempat duduk nya juga banyak,positive
10912,yang suka makan kepiting di sini tempat nya  coba rasa pedas bumbu padang nya  pertama dicoba biasa saja tapi makin lama makin terasa bumbu khas padang yang tidak berasa nasi sudah habis di piring dan bumbu padang nya yang mantap terus masuk dalam mulut  rekomendasi sangatlah,positive
10913,sudah wanita tuna susila mah wanita tuna susila saja salam fuck buat sih kunyuk ridwan kamil yang habis ngewe sama ariel gay,negative
10914,pdip tidak senang bila nkri damai beragam sih,negative
10915,beragam menu bakso tahu dan berbagai menu minuman yang beragam membuat raja bakso tahu saboga saya rekomendasikan bumbu kacang yang manis dan pedas juga enak,positive
10916,rumah payung terkenal dengan restoran yang selain menyajikan pemandangan khas dago pakar resort  live musik  juga makanan yang enak  mereka punya bebek peking yang enak  gurame gurih  sate maranggi yang enak dan steak khas rumah payung yang harus anda coba  saya merekomendasikan minuman sehat nona hijau  enak  segar dam sehat  selain resto  rumah payung juga memiliki penginapan,positive
10917,tolong dibaca pesan saya  di dalam kotak handphone tidak ada kartu garansi bbm  ini penipuan ya,negative
10918,saya sangat puas dengan spesifikasi laptop asus,positive
10919,makanan menurut saya biasa saja  hanya suasana yang membuat betah berlamalama  untuk makan di tempat yang nyaman butuh mengantre panjang dimalam minggu  ketika kami berkunjung  pelayanan ramah dan cepat,positive
10920,sumpah gue kecewa banget dengan sms  cuma teaser nya doang isi nya got7  eh pas sudah mulai got7 nya cuma sedikit,negative
10921,positif  pemandangan nya bagus  menyenangkan mata  lokasi mencari foto yang bagus  udara sejuk,positive
10922,ikhlas dalam mengambil hikmah belajar dari kehidupan menjadikan kita orang yang kuat dalam menghadapi apa pun,positive
10923,puas banget udang telor asin nya ajiibbb  kepiting saos padang  semua makanan nya puas banget  wajib ke sini kalau ke bandung nih,positive
10924,tadinya pengin mengantar teman dari kalau ke resto yang lagi hit di bandung  pada rekomendasi ke sini  ah tetapi menyesal sekalilah ini  makanan nya biasa sekali cenderung agak gagal  sepertinya tidak bakal balik ke sana kalau begini   terlalu tinggi expectation kali ya,negative
10925,datang ke sini sore hari pakai baju agak tebal  dingin  kekurangan nya adalah akses yang sulit  jalan nya rusak,positive
10926,dapat rom awal abad,negative
10927,kalau memang jala nya sudah begitu terima saja dengan ikhlas,positive
10928,f  demokrat dorong upaya kemandirian energi nasional,neutral
10929,tidak bosan,positive
10930,enak rasa masakan nya apalagi kepiting yang menyenangkan kita memilih kepiting nya sendiri dan masih segar  selalu mampir ke sini kalau setiap ke bandung,positive
10931,pagi pagi di tol pasteur sudah macet parah  bikin jengkel saja ini,negative
10932,meskipun sering belanja ke yogya di riau junction  tapi baru pertama kali ini saya lihat foodlife  tempat nya luas dan bersih  tidak kumuh semacam foodcourt lainnya  dan pilihan makanan nya banyak banget  dari yang tradisional sampai makanan barat ataupun asian  mau yang berat sampai ke yang ringan  hampir semuanya ada  tinggal pilih dan disesuaikan sama biaya makan nya saja,positive
10933,lagu bosan apa yang aku save nih huhuhuhuhuhuhuhuhuhuuuuuuuuuuuuuu,negative
10934,kita lanjutkan saja diam ini hingga kau dan aku mengerti tidak semua kebersamaan harus melibatkan hati,negative
10935,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose itu aku geli bodoh nak pegang,negative
10936,barusan lihat tulisan di belakang truk rela injek kopling demi kamu bisa shopping,neutral
10937,cerita dia macam nih mamat nih hari-hari aku menampak keluar masuk cimb ceria saja tapi hari nih aku tengok muka dia masam aku p,negative
10938,aku saja capek sama diriku sendiri apalagi kamu maaf ya,negative
10939,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan,negative
10940,her itu lho miss kevin sama keven rebutan gimbot ya wis aku beli 2 saja sambil nunjuk the twins yang asik main ipad masin,neutral
10941,iya rep enggak tau aku masih kelas 4 sd eh di block,neutral
10942,aku mohon tepatilah janjimu penantiancintaeps19,neutral
10943,bukan beria nk kahwin sebab gatal celah kangkang tapi penat bila balik kg orang anggap aku nih bujang takde kerja and ser,neutral
10944,aku ingatkan habanero paling pedas rupanya ada 10 kali ganda yang lagi pedas gila,neutral
10945,aku tengok drama cinta bukan kristalatu conversation anak dengan bapak bapak iyeee sekarang semua perempuan n,neutral
10946,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa,negative
10947,yang aku butuh interaksi dari 95l 99l yuk yang line segitu yuk mutualan nanti ku follow tapi auto followback ok rt saja,neutral
10948,kau deh tak streak dengan aku pun,neutral
10949,yang selama ini nunggun video dari aku nih retweet yang mau full,neutral
10950,kamu jahat dubu lantai,negative
10951,tak kisah pun bf adek kawan perempuan sebab aku pun adek kawan laki tapi kalau over nak mengadu nak cite itu ini send enggak,neutral
10952,high,neutral
10953,nanti malam ada undangan opening di hungerbelt spazio temani aku laaaahhh siiisssss,neutral
10954,aku nak tanya lah apa perasaan korang bila simpan duit dalam tabung kemudian anai2 makan duit itu,negative
10955,aku tambah lagi ia,neutral
10956,sebenarnya ramai sifu2 property approach aku untuk join kelas investment etcemua cerita beli rumah murah dan sewakan,neutral
10957,kalo gebetan kamu enggak pernah buang ludah di jalan pacarin,negative
10958,jangan dekat dengan aku aku tengah susah nanti aku senang aku panggil,negative
10959,lecturer aku suruh tampal note kat tempat yang aku selalu tengok takkan aku nak tampal kat muka crush pula,neutral
10960,20thn aku pengin nikah umur 23 sama orang yang begini begini begini 23thn belum ada yang nglamar 24thn sih,neutral
10961,terdengar perbualan budak sekolah aku nk amik a level aku nk amik asasi asasi lagi ok dari matrik kan aa,neutral
10962,cara outin diri sendiri bagaimana sih yang bisa outin aku aku bayar deh enggak,neutral
10963,kesian belakang dengan laki lain and girl goes like mesti dia tak bagi attention sampai gf dia buat camtuh men are t,negative
10964,mana gampaang aku tanya dulu tau,neutral
10965,idm halo ami tolobg bantu ya huhu ini aku masalah album ku yang enggak sampai sampai,negative
10966,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian,negative
10967,makan tido makan tido hari nih aku mereput je lah kat rumah hadap diorang nih haih,neutral
10968,10 tahun jadi bestfriend but gaduh sikit sampai 7 bulan tak tegur malam tadi aku koyak sikit pastu post gambar dia tetib,negative
10969,threado as promised aku nk citer pengalaman aku ambik teh kurus pil kurus itu was 2013 2014 macam tuince everyone was sih,neutral
10970,makanya tadi aku kaget lihat teman kabar nya sudah menikah dalam hati kamu kapan taarufnya kok sampai enggak tercium kabarnya,neutral
10971,pacar kamu sibuk ya kok tumben komen wassap story aku,negative
10972,kucin datang bawah meja mintak makanan kau bagi lah apa yang ada jangan sepak2 pula dia tak datang seekor dia datang ber,negative
10973,lepaskanlah dia tidak mau kamuadarlah jangan membatu,negative
10974,tolong sebelum kau nak kacau orang yang aku sayang kau fikir dulu macam mana perasaan kau bila ada orang kacau buah hati kau,negative
10975,biasalah itu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan juga aku pernah enggak camni lari laju teruk,negative
10976,aku benci soalan bala dengan amelia deh lah takde duit nk pinjam pinjam lak coba tul pastu aku lak aku kena kire,negative
10977,aku juga dong mbaknya link kalo jepang main,neutral
10978,24 8 18 birthday abang aku dia ajak pergi makan aku tolak sebab kerja balik lambat nak ot 26 8 18 dia ajak per,negative
10979,hyung kamu kanibal kan,neutral
10980,kamu enggak laku laku unn,negative
10981,aku try untuk lupakan benda itu tapi akhirnya benda itu buat aku jadi down ya allah tolong lah hilangkan kekecewaan yang ada,negative
10982,jajanin aku kak,neutral
10983,iya kasihan donghae nya aku kelelep,negative
10984,ini tiga aku satu saja enggak punya,neutral
10985,hi semuanya aku mengadakan give away nih give away nya album bts yang love yourself answers yey cukup follow dan retwee,neutral
10986,aku di rumah saja adalah anagram dari besok malam minggu,neutral
10987,jumat malam bersama 2 kawan di dalam mobil menuju sebwah apartemen diurabaya barat b gaes sorry ya aku dan a ke,neutral
10988,aku juga pernah deh kayak begitu 2x enggak ada hasil percumaa,negative
10989,ku kira aku introvert ternyata karena enggak punya uang saja jadi malas ke mana mana,negative
10990,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii,negative
10991,kalau awek kamu bising nothing is wrong once awek kamu deh senyap everything is wrong perhaps dia deh ada someone yang,negative
10992,pernah dan habis itu aku enggak berani bawa motor selama beberapa hari dan pas mau bawa motor lagi gemeteran begitu,negative
10993,aku nang kampus untuk ngopi ketemu wong-wong podo kabeh takok e lapo mengubah sosyeti a,neutral
10994,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag kalo mau doain aku juga enggak apa-apa enggak juga enggak apa-apa,negative
10995,yang apa kamu mengabulkan doa ku untuk klosdonecepatnya okey kalo itu mau kamu,negative
10996,kamu juga kan,neutral
10997,kali dek adab betul budak nih pinjam buku aku,neutral
10998,makin lama rasa apebende lah aku melalut nih i better stop,negative
10999,dear makhluk hidup disekitarku kalo mau tau tanyakan langsung ke aku saja enggak usah lewat orang lain lumayan kan enggak,negative
11000,member aku adek cite kat aku yang dibreak up dengan gf die time dia cerita suddenly dia menangis weyh 5 tahun bersama kot,negative
11001,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu,negative
11002,kenapa popular weh sorry aku blur kali paham maksud hg,neutral
11003,broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti di,neutral
11004,mau mandi diceramahin dulu sama nyonya besar intinya sama tobat kamu habis iniiap komandan,neutral
11005,kepada para suami aku nasihatkan jangan forward gambar nih kepada isteri aku baru forward tadi,negative
11006,aku tak faham betul lelaki tak suka perempuan pakai makeup,negative
11007,wasyuu,negative
11008,ada penjual suruh tebuk lubang kecil saja tahan lebih 30 hari aku deh nk dekat 3 bulan kali hb,neutral
11009,at least datang balik meminta maaf okay lah daripada hilang dari radar tinggal aku tanpa pesan kau ingat senang ke nak stick tapi,negative
11010,macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak itu tidurnya lena ke dia perlukan aku tak kak,negative
11011,kengkawan lama suka cari aku bila nak translate bahasa jawa hahah ingat lagi aku nih anak jawa,neutral
11012,karena aku kepo 11 13 20,neutral
11013,aku betul betul nak mintak bantuan korangemua untuk cari haji loqman bin haji azli nih mugkin korang tak kenal tapi mugkin,negative
11014,her miss kan taman safari jauh ya di pasuruan aku malas nganterno andrew kesana kalo taman safarinya tak undang ke ru,negative
11015,berarti aku benar dong jawab cowok dapat 2jt enggak nih,neutral
11016,tls followan sama aku yuk rep rt kita berteman,neutral
11017,14 modal nomad 15 ribuan dan sekotak popcorn modus mesum dilancarkan pertama tama kamu merasa aneh lama lama kamu izinkan maksiat,negative
11018,terkadang allah kasih tahu kalau sesuatu itu bukan buat kamu dengan cara yang menyakitkan,negative
11019,back then ini school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i,negative
11020,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis,negative
11021,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl,negative
11022,iya hubungin aku saja ya butuh dosa berapa banyak lagi wkwk,negative
11023,kalau mahal service bagus takpe ini streamyx aku kat rumah pun barai,negative
11024,sejauh aku berjalan sampai dahlia baru perasan tertinggal labcoat kat dinamik sobss,negative
11025,antra bebanyak pondan kita malaysia nih aku rasa viviana nih ya bila bercakap ada content ive never thought ya komuniti ki,neutral
11026,lepas tengok movie onetwojaga teringat pula time intern dulu kerja dengan contractor sebagai quantityurvey juruuk,neutral
11027,ada yang bertahan karena sayang ada juga karena terpaksa menurut kamu kapel kamu yang mana,neutral
11028,sudah waktunya aku mulai menjalani hidupku sendiri mello death note,negative
11029,sok aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa nih wei,neutral
11030,menampak lah orang lain semua dp gambar kawen dengan husband aku je dp gambar ambik sendiri,negative
11031,ya allah pengin mengakak goler2 aku sama trit iniiii,neutral
11032,i dont know lah nak kata macam mana sekarangebab aku sorang yang rasa sakit sok orang lain dont judge me,negative
11033,mu gemas banget adminnya aku enggak jadi marah,negative
11034,pastu kan perangai dia still babi lagi menampak sangat taknak aku kahwin biasa biasa,neutral
11035,siang happy friday sholat jumat nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team saja sih,neutral
11036,kawan aku bagi tips dietebab masa cuti dia just makan nih untuk diet and bila naik sem hari itu dia deh kurus giler kak,neutral
11037,bisaan saja kamu naruto padahal memang pengin nyium tapi mukaku yang disalahin begitu lantai,negative
11038,keluar airmata jantan aku baca,negative
11039,siapa dapat first impression macam niumpah aku ingat kau dulu sombong gila orang pun cakap kau macam sombong aku p,negative
11040,aku tadi nge rt wah wah wah,neutral
11041,wah pas menonton berita ada yang dilamar pas wisuda jadi ingin aku tuh tapi yang nak melamar pon siape,negative
11042,sebenarnya takde ciri pun bila deh sayang someone itu dia gelap pun kita suka dia putih pun kita suka dia tak hensem punya,neutral
11043,antara ayat penipuan paling besar 1 jap tengah siap 2 otw 3 tak study pun 4 takda kredit lah 5 pakai duit kak,neutral
11044,izinkan aku mengupload ini,neutral
11045,aku merasa seperti aku tidak bisa melakukan apapun tanpa elfungmin,negative
11046,dalam instagram facebok twitter cantik depan depan takde lah cantik mana bagitahu akuekarangiapa je yang nak upl,negative
11047,kamu jangan lupa sholat dzuhurnya,neutral
11048,life skang aku simplekan je aku tak suka aku tak layan itu je penat nk jaga hati orang je pikir diri sendiri dulu,neutral
11049,bayangkan kalau posisi kamu lagi di bwah dan orang lain melihat kita rendah karena materi yang kita punya,negative
11050,tiap salam buat suami aku exo di korea pak,neutral
11051,lah haha sorry2 akualah paham,negative
11052,receeehh ah kamu,negative
11053,masalah pinjam lighter bang pinjam lighter jap ok light kena berdiri jap sedup satu pam kene hembus dulu sebab nak ucap,neutral
11054,sekurang kurang nya rm100 kalau budak yang miskin kau nk suruh macam mana meminta sedekah ke lepastu bila tak cukup kau,negative
11055,tidur tak buka kipas orang aircond bcs takut the kitten sejuk nanti bangun approximately every 2 hours just sebab dia menangis l,neutral
11056,mau beli barang di shupe harganya sepuluh ribu tapi ongkirnya 25ribu kesel banget deh wheres the justice tho aku jadi kayak be,negative
11057,aku masih butuh selang waktu untuk mengerjakan visualnya biar mampus kalian menunggu sampai 3 kali rasai p,negative
11058,kok begitu sama aku,negative
11059,kukira aku introvert ternyata juga pedopil,negative
11060,7 00 p sama itu pagi apa malam ya pagiudah pernah coba trik pancing memancing kayak begitu b,neutral
11061,omg kau jangan buat aku enggak kfc ppagi cmni,negative
11062,mamak nih nak try aku ke apa,neutral
11063,ada yang mau serius tapi aku nya masih raguuu bagaimana dong yaudah jangan dikasih harapan dianya kasiaan,negative
11064,tomorrow i will date with yesterdays you movie aku download sebab katanya sedih ke start movie sampai ending duk fikir t,neutral
11065,kalau jadi atasan enggak usah sombong2 deh menindas karyawan apa kamu langsung jadi milyuner melarang orang enggak masuk karena ada,negative
11066,aku ngatau nih bang definisi berhasil apa enggak,neutral
11067,sama aku kapan,neutral
11068,aku main ww deg degan mulu wkwkwk id kamu apa,neutral
11069,kayak woojin kesringan barengih dasar anak kembar,negative
11070,aku jual,neutral
11071,dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat,negative
11072,wow membelikan buat aku dong,neutral
11073,itu lah dulu aku paling malas nk kutip sebab malu kot mintak duit kita orang,negative
11074,rama enggak usah ganggu aku sama karya ya tolong,negative
11075,jangan begadang jangan minum2an soda jangan kau pilih dia pilihlah aku yang mampu mencintamu lebih dari dia,negative
11076,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara,neutral
11077,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab,neutral
11078,tadi mikirnya begitu pengin ngegas juga tapi apalah aku ini hanya orang kecil tidak punya pengaruh jadi ngegasnya sia2 kwkwkwk,negative
11079,kamu sudah shalat jumat belum letsfridaypray,neutral
11080,nak tunggu orang reply email memang lambat ah citenya aku nak settle kan bulan nih juga,negative
11081,rlt mutualan yuk yang gamasalah aku suka rt ini enggak sama twt receh rt ya dan aku ada tapi follback kalo enggak maafi aku,negative
11082,giveaway ina only adakah yang masih menunggu wdtv sampai hampir gila kayak aku help dong 1 1 doa boleh sekalian,neutral
11083,semoga kamu jadi salah satu dari 3ahabat yang beruntung mendapatkan pulsa 50k ya jangan lupa like dan ajak 3 teman kamu unt,neutral
11084,sedara aku buat hal pergi kenduri kahwin lepas itu ramai sangat orang lepas itu risau tak dapat tempat duduk maka htt,negative
11085,aku baru je tukar tayar depan myvi sepasang rm 450 semalam,neutral
11086,halo tadi aku berselancar di twt tentang belanja di gmarket begitu terus nemu kamu pernah beli album di gmarket,neutral
11087,boleh kot kalau nak buat insta story takyah jerit2 banget sia telinga aku cukup biasa-biasa pun orang deh dengar,negative
11088,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih,negative
11089,aku beria sekalipun bukannya kau nak appreciate,negative
11090,aku nak buat nih ti,neutral
11091,pipi nya cubit pipi kamu memang mau nya di cium dimana,neutral
11092,aku harap dia tak jual fhone 8 dia semata nak beli xs itu,negative
11093,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan itu salah ikan kene sama,neutral
11094,kalo aku bacanya sih memang kamu yang mengetik enggak jelas wkwkwk,neutral
11095,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku,negative
11096,kalen kalen pada jahad sama aku,negative
11097,weyhh tolonglah faham aku sakit kau langsung tak kesah aku baru balik daripada klinik aku gagahkan badan aku untuk,negative
11098,lebih baik aku seperti kopi yang dibiarkan membasi daripada kau sapa tapi sekedar basa basi,negative
11099,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku saja ya pemenang aku umumin tangga,neutral
11100,mengapai kamu,neutral
11101,aku confuse dengan penjual kita malaysia nih macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then,negative
11102,pernah pas masih mengajar privat begitu adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke sih,neutral
11103,aku dok bayang macam alien keluaq dari dada,neutral
11104,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better,neutral
11105,fastga gifwinner palinguka pakai banget yang ini yoon as the cutest and mino pampers him,neutral
11106,laki pun ada je ayat nih lahai,neutral
11107,diam tak berarti kamu kalah kadang itu hanya berarti kamu tak ingin berdebat dengan orang yang bahkan menolak untuk mendengarkan,neutral
11108,tengok nih,neutral
11109,isteri tak sehat sejak smlm macam biasa aku keluar pagi jam 6 30am dia yang akan hantar anak-anak ke tadika taska but tapi,neutral
11110,aku enggak haha cuma bawa tas selempang kecil saja sudah kemana2,neutral
11111,biasanya lewat jalur mana ke arah kampung kamu,neutral
11112,sudah enggak usah bawa perasaan dia itu mengetik cuma pakai jari jadi kamu bacanya pakai mata saja enggak usah pakai hati,negative
11113,1 mau aku postedih karena enggak bisa menonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore,negative
11114,rlt yang suka jb2 yuk followan aku butuh teman mengobrol enggak cuman butuh followers rt saja ya,neutral
11115,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl,neutral
11116,ab yang bucin exo mutualan yuk rt rep ya dan aku ada nya janji follback kenalan ya,neutral
11117,sakdurunge koe dadi uler aku wes dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm,negative
